file,params,prop,type,n,a,repeat,error,time_VI,iters_VI,dist_VI,time_VIGS,iters_VIGS,dist_VIGS,time_RVI,iters_RVI,dist_RVI,time_PI1,iters_PI1,dist_PI1,time_PIGS1,iters_PIGS1,dist_PIGS1,time_PI2,iters_PI2,dist_PI2,time_PIGS2,iters_PIGS2,dist_PIGS2,time_PI3,iters_PI3,dist_PI3,time_PIGS3,iters_PIGS3,dist_PIGS3
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,16,,0.33646,5000.0,0.192793,,,,0.33112,5000.0,0.192793,0.71036,5000.0,0.000232798,0.58371,5000.0,3.99468e-05,0.96012,5000.0,2.31467e-06,0.70352,5000.0,3.96381e-07,1.27765,3059.0,9.99717e-09,0.81656,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,17,,0.34527,5000.0,0.192793,,,,0.34201,5000.0,0.192793,0.73018,5000.0,0.000232798,0.59814,5000.0,3.99468e-05,0.96464,5000.0,2.31467e-06,0.71285,5000.0,3.96381e-07,1.26384,3059.0,9.99717e-09,0.67571,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,18,,0.33591,5000.0,0.192793,,,,0.33692,5000.0,0.192793,0.73664,5000.0,0.000232798,0.62098,5000.0,3.99468e-05,0.97812,5000.0,2.31467e-06,0.75682,5000.0,3.96381e-07,1.30912,3059.0,9.99717e-09,0.7186,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,19,,0.33661,5000.0,0.192793,,,,0.34529,5000.0,0.192793,0.74162,5000.0,0.000232798,0.59063,5000.0,3.99468e-05,0.96768,5000.0,2.31467e-06,0.71102,5000.0,3.96381e-07,1.26085,3059.0,9.99717e-09,0.67327,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,20,,0.3385,5000.0,0.192793,,,,0.3384,5000.0,0.192793,0.71412,5000.0,0.000232798,0.58642,5000.0,3.99468e-05,0.96229,5000.0,2.31467e-06,0.71243,5000.0,3.96381e-07,1.25394,3059.0,9.99717e-09,0.67764,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,21,,0.33651,5000.0,0.192793,,,,0.33522,5000.0,0.192793,0.69507,5000.0,0.000232798,0.54105,5000.0,3.99468e-05,0.89392,5000.0,2.31467e-06,0.65417,5000.0,3.96381e-07,1.15271,3059.0,9.99717e-09,0.61458,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,22,,0.31005,5000.0,0.192793,,,,0.30679,5000.0,0.192793,0.65658,5000.0,0.000232798,0.54046,5000.0,3.99468e-05,0.8921,5000.0,2.31467e-06,0.65628,5000.0,3.96381e-07,1.15275,3059.0,9.99717e-09,0.62326,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,23,,0.30976,5000.0,0.192793,,,,0.30856,5000.0,0.192793,0.65521,5000.0,0.000232798,0.54306,5000.0,3.99468e-05,0.89731,5000.0,2.31467e-06,0.65566,5000.0,3.96381e-07,1.16541,3059.0,9.99717e-09,0.6269,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,24,,0.30897,5000.0,0.192793,,,,0.30685,5000.0,0.192793,0.65181,5000.0,0.000232798,0.53766,5000.0,3.99468e-05,0.88211,5000.0,2.31467e-06,0.64256,5000.0,3.96381e-07,1.13841,3059.0,9.99717e-09,0.61072,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,25,,0.306,5000.0,0.192793,,,,0.30526,5000.0,0.192793,0.63822,5000.0,0.000232798,0.53817,5000.0,3.99468e-05,0.88202,5000.0,2.31467e-06,0.65194,5000.0,3.96381e-07,1.13921,3059.0,9.99717e-09,0.60999,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,26,,0.30547,5000.0,0.192793,,,,0.30293,5000.0,0.192793,0.6416,5000.0,0.000232798,0.53287,5000.0,3.99468e-05,0.87666,5000.0,2.31467e-06,0.64766,5000.0,3.96381e-07,1.14474,3059.0,9.99717e-09,0.61216,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,27,,0.30629,5000.0,0.192793,,,,0.30482,5000.0,0.192793,0.64342,5000.0,0.000232798,0.53612,5000.0,3.99468e-05,0.90205,5000.0,2.31467e-06,0.7069,5000.0,3.96381e-07,1.25343,3059.0,9.99717e-09,0.6658,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,28,,0.33724,5000.0,0.192793,,,,0.33066,5000.0,0.192793,0.70409,5000.0,0.000232798,0.58481,5000.0,3.99468e-05,0.96125,5000.0,2.31467e-06,0.71188,5000.0,3.96381e-07,1.25036,3059.0,9.99717e-09,0.6848,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,29,,0.35393,5000.0,0.192793,,,,0.35212,5000.0,0.192793,0.70095,5000.0,0.000232798,0.58911,5000.0,3.99468e-05,0.9618,5000.0,2.31467e-06,0.70844,5000.0,3.96381e-07,1.25473,3059.0,9.99717e-09,0.6693,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,30,,0.33767,5000.0,0.192793,,,,0.33142,5000.0,0.192793,0.7103,5000.0,0.000232798,0.59077,5000.0,3.99468e-05,0.96437,5000.0,2.31467e-06,0.71584,5000.0,3.96381e-07,1.2633,3059.0,9.99717e-09,0.68078,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,1,,0.53742,5000.0,0.54075,,,,0.52258,5000.0,0.54075,1.52708,5000.0,0.00183812,1.17158,5000.0,0.000883238,2.35979,5000.0,1.82656e-05,1.57308,5000.0,8.7736e-06,3.63799,5000.0,1.81444e-08,2.15929,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,2,,0.53256,5000.0,0.54075,,,,0.51794,5000.0,0.54075,1.54151,5000.0,0.00183812,1.16074,5000.0,0.000883238,2.35373,5000.0,1.82656e-05,1.58442,5000.0,8.7736e-06,3.61378,5000.0,1.81444e-08,2.1187,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,3,,0.52937,5000.0,0.54075,,,,0.51665,5000.0,0.54075,1.52682,5000.0,0.00183812,1.15971,5000.0,0.000883238,2.33602,5000.0,1.82656e-05,1.57527,5000.0,8.7736e-06,3.608,5000.0,1.81444e-08,2.18279,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,4,,0.53205,5000.0,0.54075,,,,0.51617,5000.0,0.54075,1.5178,5000.0,0.00183812,1.17738,5000.0,0.000883238,2.35985,5000.0,1.82656e-05,1.55718,5000.0,8.7736e-06,3.59594,5000.0,1.81444e-08,2.12493,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,5,,0.52824,5000.0,0.54075,,,,0.5216,5000.0,0.54075,1.52265,5000.0,0.00183812,1.16882,5000.0,0.000883238,2.35722,5000.0,1.82656e-05,1.55342,5000.0,8.7736e-06,3.64634,5000.0,1.81444e-08,2.12295,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,6,,0.54222,5000.0,0.54075,,,,0.52287,5000.0,0.54075,1.51629,5000.0,0.00183812,1.16082,5000.0,0.000883238,2.36189,5000.0,1.82656e-05,1.59111,5000.0,8.7736e-06,3.66149,5000.0,1.81444e-08,2.15992,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,7,,0.52562,5000.0,0.54075,,,,0.51901,5000.0,0.54075,1.51931,5000.0,0.00183812,1.15371,5000.0,0.000883238,2.35302,5000.0,1.82656e-05,1.55766,5000.0,8.7736e-06,3.64261,5000.0,1.81444e-08,2.16426,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,8,,0.52469,5000.0,0.54075,,,,0.51889,5000.0,0.54075,1.5176,5000.0,0.00183812,1.16363,5000.0,0.000883238,2.34337,5000.0,1.82656e-05,1.55091,5000.0,8.7736e-06,3.60094,5000.0,1.81444e-08,2.14042,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,9,,0.52481,5000.0,0.54075,,,,0.51277,5000.0,0.54075,1.51328,5000.0,0.00183812,1.1601,5000.0,0.000883238,2.34569,5000.0,1.82656e-05,1.57324,5000.0,8.7736e-06,3.60184,5000.0,1.81444e-08,2.12314,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,10,,0.52997,5000.0,0.54075,,,,0.52252,5000.0,0.54075,1.54324,5000.0,0.00183812,1.1582,5000.0,0.000883238,2.33696,5000.0,1.82656e-05,1.56832,5000.0,8.7736e-06,3.60587,5000.0,1.81444e-08,2.13088,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,11,,0.53109,5000.0,0.54075,,,,0.51582,5000.0,0.54075,1.52303,5000.0,0.00183812,1.15958,5000.0,0.000883238,2.36278,5000.0,1.82656e-05,1.55817,5000.0,8.7736e-06,3.6309,5000.0,1.81444e-08,2.15632,4738.0,9.99808e-09
consensus.2.v1.jani,{'K': 24},steps_max,AverageMDP,3088,3,12,,0.53156,5000.0,0.54075,,,,0.51721,5000.0,0.54075,1.52454,5000.0,0.00183812,1.16277,5000.0,0.000883238,2.36294,5000.0,1.82656e-05,1.58097,5000.0,8.7736e-06,3.61758,5000.0,1.81444e-08,2.12752,4738.0,9.99808e-09
